month,year,Factory,Cycle Time (minutes),Product Category,Waste Generated (kg),Production Volume (units),Water Usage (liters),Machine Utilization (%),Machine Age (years),Machine Type,Supplier,Operator Experience (years),Revenue ($)
5,2022,4,30,2,500,699.08,10000,89,3.37,2,1,5.12,559223.01
5,2022,4,20,1,300,674.13,6000,90,3.3,1,1,6.02,404430.17
5,2022,4,30,2,500,730.08,10000,89,3.37,2,1,3.65,584021.72
5,2022,4,30,2,500,767.08,10000,89,3.37,2,1,3.9,613614.99
5,2022,4,20,1,300,708.38,6000,90,3.3,1,1,5.58,424975.57
5,2022,4,20,1,300,713.13,6000,90,3.3,1,1,4.92,427826.33
5,2022,4,10,0,100,615.67,2000,64,7.59,0,2,5.08,307790.49
5,2022,4,20,1,300,738.93,6000,90,3.3,1,1,4.3,443303.45
5,2022,4,10,0,100,651.97,2000,64,7.59,0,2,5.15,325934.33
5,2022,4,20,1,300,707.63,6000,90,3.3,1,1,5.22,424526.53
5,2022,4,20,1,300,714.43,6000,90,3.3,1,1,4.7,428606.66
5,2022,4,30,2,500,714.98,10000,89,3.37,2,1,5.65,571939.21
5,2022,4,20,1,300,759.68,6000,90,3.3,1,1,3.95,455750.69
5,2022,4,30,2,500,786.03,10000,89,3.37,2,1,3.82,628771.92
5,2022,4,10,0,100,660.97,2000,64,7.59,0,2,4.7,330433.79
5,2022,4,30,2,500,711.28,10000,89,3.37,2,1,5.95,568979.1
5,2022,4,30,2,500,682.13,10000,89,3.37,2,1,5.78,545664.09
5,2022,4,30,2,500,720.73,10000,89,3.37,2,1,5.03,576539.81
5,2022,4,30,2,500,720.73,10000,89,3.37,2,1,4.6,576540.87
5,2022,4,20,1,300,693.23,6000,90,3.3,1,1,6.15,415886.75
5,2022,4,10,0,100,612.87,2000,64,7.59,0,2,5.12,306390.83
5,2022,4,30,2,500,693.73,10000,89,3.37,2,1,6.02,554941.72
5,2022,4,30,2,500,729.98,10000,89,3.37,2,1,3.65,583941.73
5,2022,4,10,0,100,680.97,2000,64,7.59,0,2,3.9,340432.16
5,2022,4,10,0,100,641.67,2000,64,7.59,0,2,5.58,320785.14
5,2022,4,10,0,100,646.42,2000,64,7.59,0,2,4.92,323160.76
5,2022,4,30,2,500,701.88,10000,89,3.37,2,1,5.08,561462.7
5,2022,4,10,0,100,672.22,2000,64,7.59,0,2,4.3,336057.75
5,2022,4,10,0,100,651.87,2000,64,7.59,0,2,5.15,325884.34
5,2022,4,10,0,100,640.92,2000,64,7.59,0,2,5.22,320411.03
5,2022,4,20,1,300,714.53,6000,90,3.3,1,1,4.7,428666.64
5,2022,4,10,0,100,629.17,2000,64,7.59,0,2,5.65,314537.07
5,2022,4,30,2,500,779.18,10000,89,3.37,2,1,3.95,623292.78
5,2022,4,30,2,500,786.03,10000,89,3.37,2,1,3.82,628771.92
5,2022,4,30,2,500,746.78,10000,89,3.37,2,1,4.7,597376.34
5,2022,4,30,2,500,711.28,10000,89,3.37,2,1,5.95,568979.1
5,2022,4,10,0,100,595.92,2000,64,7.59,0,2,5.78,297917.17
5,2022,4,20,1,300,701.53,6000,90,3.3,1,1,5.03,420868.03
5,2022,4,10,0,100,634.42,2000,64,7.59,0,2,4.6,317163.45
6,2022,4,30,2,500,712.63,10000,89,3.37,2,1,6.15,570058.4
6,2022,4,10,0,100,612.87,2000,64,7.59,0,2,5.12,306390.83
6,2022,4,20,1,300,673.83,6000,90,3.3,1,1,6.02,404250.22
6,2022,4,20,1,300,710.58,6000,90,3.3,1,1,3.65,426299.84
6,2022,4,20,1,300,747.68,6000,90,3.3,1,1,3.9,448552.94
6,2022,4,20,1,300,708.38,6000,90,3.3,1,1,5.58,424975.57
6,2022,4,10,0,100,646.42,2000,64,7.59,0,2,4.92,323160.76
6,2022,4,10,0,100,615.27,2000,64,7.59,0,2,5.08,307590.55
6,2022,4,30,2,500,758.03,10000,89,3.37,2,1,4.3,606375.46
6,2022,4,20,1,300,718.28,6000,90,3.3,1,1,5.15,430914.9
6,2022,4,20,1,300,707.63,6000,90,3.3,1,1,5.22,424526.53
6,2022,4,20,1,300,714.43,6000,90,3.3,1,1,4.7,428606.66
6,2022,4,30,2,500,715.38,10000,89,3.37,2,1,5.65,572259.17
6,2022,4,20,1,300,759.58,6000,90,3.3,1,1,3.95,455690.7
6,2022,4,30,2,500,785.53,10000,89,3.37,2,1,3.82,628371.98
6,2022,4,20,1,300,727.68,6000,90,3.3,1,1,4.7,436554.4
6,2022,4,10,0,100,624.97,2000,64,7.59,0,2,5.95,312437.12
6,2022,4,30,2,500,682.13,10000,89,3.37,2,1,5.78,545664.1
6,2022,4,10,0,100,634.92,2000,64,7.59,0,2,5.03,317412.46
6,2022,4,30,2,500,720.63,10000,89,3.37,2,1,4.6,576460.88
6,2022,4,20,1,300,693.23,6000,90,3.3,1,1,6.15,415886.75
6,2022,4,10,0,100,612.87,2000,64,7.59,0,2,5.12,306390.83
6,2022,4,20,1,300,674.23,6000,90,3.3,1,1,6.02,404490.16
6,2022,4,30,2,500,729.98,10000,89,3.37,2,1,3.65,583941.74
6,2022,4,30,2,500,767.08,10000,89,3.37,2,1,3.9,613614.99
6,2022,4,20,1,300,708.28,6000,90,3.3,1,1,5.58,424915.57
6,2022,4,30,2,500,732.63,10000,89,3.37,2,1,4.92,586058.14
6,2022,4,30,2,500,701.88,10000,89,3.37,2,1,5.08,561462.7
6,2022,4,30,2,500,758.53,10000,89,3.37,2,1,4.3,606775.41
6,2022,4,10,0,100,651.87,2000,64,7.59,0,2,5.15,325884.34
6,2022,4,20,1,300,707.63,6000,90,3.3,1,1,5.22,424526.53
6,2022,4,20,1,300,714.43,6000,90,3.3,1,1,4.7,428606.65
6,2022,4,20,1,300,695.68,6000,90,3.3,1,1,5.65,417357.51
6,2022,4,10,0,100,692.97,2000,64,7.59,0,2,3.95,346429.93
6,2022,4,30,2,500,785.93,10000,89,3.37,2,1,3.82,628691.93
6,2022,4,10,0,100,660.97,2000,64,7.59,0,2,4.7,330433.79
6,2022,4,10,0,100,625.07,2000,64,7.59,0,2,5.95,312487.11
6,2022,4,10,0,100,595.92,2000,64,7.59,0,2,5.78,297917.17
6,2022,4,10,0,100,634.92,2000,64,7.59,0,2,5.03,317412.46
6,2022,4,20,1,300,701.13,6000,90,3.3,1,1,4.6,420629.11
6,2022,4,30,2,500,712.53,10000,89,3.37,2,1,6.15,569978.41
6,2022,4,20,1,300,679.48,6000,90,3.3,1,1,5.12,407641.38
6,2022,4,20,1,300,674.13,6000,90,3.3,1,1,6.02,404430.17
6,2022,4,10,0,100,643.67,2000,64,7.59,0,2,3.65,321789.01
6,2022,4,30,2,500,767.08,10000,89,3.37,2,1,3.9,613614.99
6,2022,4,30,2,500,727.88,10000,89,3.37,2,1,5.58,582257.31
6,2022,4,30,2,500,732.63,10000,89,3.37,2,1,4.92,586058.14
6,2022,4,20,1,300,682.38,6000,90,3.3,1,1,5.08,409381.04
6,2022,4,10,0,100,672.22,2000,64,7.59,0,2,4.3,336057.75
6,2022,4,10,0,100,651.97,2000,64,7.59,0,2,5.15,325934.33
6,2022,4,30,2,500,727.13,10000,89,3.37,2,1,5.22,581658.3
6,2022,4,10,0,100,647.82,2000,64,7.59,0,2,4.7,323861.02
6,2022,4,20,1,300,695.78,6000,90,3.3,1,1,5.65,417417.49
6,2022,4,20,1,300,759.68,6000,90,3.3,1,1,3.95,455750.69
6,2022,4,10,0,100,699.82,2000,64,7.59,0,2,3.82,349854.0
6,2022,4,10,0,100,660.97,2000,64,7.59,0,2,4.7,330433.79
6,2022,4,20,1,300,691.78,6000,90,3.3,1,1,5.95,415017.46
6,2022,4,10,0,100,596.02,2000,64,7.59,0,2,5.78,297967.16
6,2022,4,30,2,500,721.13,10000,89,3.37,2,1,5.03,576859.77
6,2022,4,10,0,100,634.32,2000,64,7.59,0,2,4.6,317113.47
6,2022,4,10,0,100,626.52,2000,64,7.59,0,2,6.15,313211.44
6,2022,4,10,0,100,612.87,2000,64,7.59,0,2,5.12,306390.83
6,2022,4,10,0,100,607.42,2000,64,7.59,0,2,6.02,303664.84
6,2022,4,10,0,100,643.87,2000,64,7.59,0,2,3.65,321888.98
6,2022,4,30,2,500,767.18,10000,89,3.37,2,1,3.9,613694.98
6,2022,4,20,1,300,708.38,6000,90,3.3,1,1,5.58,424975.57
6,2022,4,20,1,300,713.13,6000,90,3.3,1,1,4.92,427826.33
6,2022,4,10,0,100,615.67,2000,64,7.59,0,2,5.08,307790.49
6,2022,4,20,1,300,739.03,6000,90,3.3,1,1,4.3,443363.44
6,2022,4,30,2,500,738.18,10000,89,3.37,2,1,5.15,590496.66
6,2022,4,30,2,500,727.13,10000,89,3.37,2,1,5.22,581658.3
6,2022,4,10,0,100,647.82,2000,64,7.59,0,2,4.7,323861.02
6,2022,4,10,0,100,629.17,2000,64,7.59,0,2,5.65,314537.07
6,2022,4,20,1,300,759.68,6000,90,3.3,1,1,3.95,455750.69
6,2022,4,30,2,500,785.93,10000,89,3.37,2,1,3.82,628691.94
6,2022,4,30,2,500,747.08,10000,89,3.37,2,1,4.7,597616.31
6,2022,4,20,1,300,691.78,6000,90,3.3,1,1,5.95,415017.46
6,2022,4,20,1,300,662.73,6000,90,3.3,1,1,5.78,397592.57
6,2022,4,10,0,100,634.92,2000,64,7.59,0,2,5.03,317412.46
6,2022,4,30,2,500,720.73,10000,89,3.37,2,1,4.6,576540.87
6,2022,4,20,1,300,693.03,6000,90,3.3,1,1,6.15,415766.77
6,2022,4,10,0,100,612.87,2000,64,7.59,0,2,5.12,306390.83
6,2022,4,30,2,500,693.73,10000,89,3.37,2,1,6.02,554941.72
6,2022,4,20,1,300,710.58,6000,90,3.3,1,1,3.65,426299.84
6,2022,4,20,1,300,747.58,6000,90,3.3,1,1,3.9,448492.95
6,2022,4,20,1,300,708.28,6000,90,3.3,1,1,5.58,424915.57
6,2022,4,20,1,300,713.03,6000,90,3.3,1,1,4.92,427766.35
6,2022,4,20,1,300,681.98,6000,90,3.3,1,1,5.08,409141.1
6,2022,4,10,0,100,672.22,2000,64,7.59,0,2,4.3,336057.75
6,2022,4,30,2,500,737.98,10000,89,3.37,2,1,5.15,590336.69
7,2022,4,20,1,300,707.23,6000,90,3.3,1,1,5.22,424286.58
7,2022,4,10,0,100,647.82,2000,64,7.59,0,2,4.7,323861.02
7,2022,4,20,1,300,695.78,6000,90,3.3,1,1,5.65,417417.5
7,2022,4,30,2,500,779.18,10000,89,3.37,2,1,3.95,623292.78
7,2022,4,30,2,500,786.03,10000,89,3.37,2,1,3.82,628771.92
7,2022,4,10,0,100,660.97,2000,64,7.59,0,2,4.7,330433.79
7,2022,4,30,2,500,711.18,10000,89,3.37,2,1,5.95,568899.12
7,2022,4,20,1,300,662.73,6000,90,3.3,1,1,5.78,397592.57
7,2022,4,20,1,300,701.63,6000,90,3.3,1,1,5.03,420928.02
7,2022,4,10,0,100,634.52,2000,64,7.59,0,2,4.6,317213.44
7,2022,4,20,1,300,693.23,6000,90,3.3,1,1,6.15,415886.75
7,2022,4,20,1,300,679.58,6000,90,3.3,1,1,5.12,407701.37
7,2022,4,20,1,300,674.23,6000,90,3.3,1,1,6.02,404490.16
7,2022,4,30,2,500,730.08,10000,89,3.37,2,1,3.65,584021.72
7,2022,4,20,1,300,747.68,6000,90,3.3,1,1,3.9,448552.94
7,2022,4,30,2,500,727.88,10000,89,3.37,2,1,5.58,582257.31
7,2022,4,10,0,100,646.42,2000,64,7.59,0,2,4.92,323160.76
7,2022,4,10,0,100,615.27,2000,64,7.59,0,2,5.08,307590.53
7,2022,4,20,1,300,739.03,6000,90,3.3,1,1,4.3,443363.44
7,2022,4,20,1,300,718.68,6000,90,3.3,1,1,5.15,431154.84
7,2022,4,10,0,100,640.92,2000,64,7.59,0,2,5.22,320411.03
7,2022,4,30,2,500,734.03,10000,89,3.37,2,1,4.7,587178.47
7,2022,4,20,1,300,695.88,6000,90,3.3,1,1,5.65,417477.49
7,2022,4,30,2,500,779.18,10000,89,3.37,2,1,3.95,623292.78
7,2022,4,20,1,300,766.53,6000,90,3.3,1,1,3.82,459859.79
7,2022,4,10,0,100,660.87,2000,64,7.59,0,2,4.7,330383.81
7,2022,4,30,2,500,711.18,10000,89,3.37,2,1,5.95,568899.11
7,2022,4,30,2,500,682.13,10000,89,3.37,2,1,5.78,545664.09
7,2022,4,20,1,300,701.63,6000,90,3.3,1,1,5.03,420928.02
7,2022,4,10,0,100,634.32,2000,64,7.59,0,2,4.6,317113.47
7,2022,4,30,2,500,712.63,10000,89,3.37,2,1,6.15,570058.39
7,2022,4,20,1,300,679.58,6000,90,3.3,1,1,5.12,407701.37
7,2022,4,10,0,100,607.52,2000,64,7.59,0,2,6.02,303714.82
7,2022,4,30,2,500,730.08,10000,89,3.37,2,1,3.65,584021.72
7,2022,4,30,2,500,767.08,10000,89,3.37,2,1,3.9,613614.99
7,2022,4,20,1,300,708.38,6000,90,3.3,1,1,5.58,424975.57
7,2022,4,30,2,500,732.63,10000,89,3.37,2,1,4.92,586058.14
7,2022,4,10,0,100,615.67,2000,64,7.59,0,2,5.08,307790.49
7,2022,4,10,0,100,672.32,2000,64,7.59,0,2,4.3,336107.74
7,2022,4,20,1,300,718.68,6000,90,3.3,1,1,5.15,431154.84
7,2022,4,10,0,100,640.82,2000,64,7.59,0,2,5.22,320361.04
7,2022,4,10,0,100,647.82,2000,64,7.59,0,2,4.7,323861.02
7,2022,4,10,0,100,629.07,2000,64,7.59,0,2,5.65,314487.08
7,2022,4,30,2,500,779.08,10000,89,3.37,2,1,3.95,623212.79
7,2022,4,20,1,300,766.53,6000,90,3.3,1,1,3.82,459859.79
7,2022,4,30,2,500,747.18,10000,89,3.37,2,1,4.7,597696.3
7,2022,4,30,2,500,711.28,10000,89,3.37,2,1,5.95,568979.1
7,2022,4,20,1,300,662.73,6000,90,3.3,1,1,5.78,397592.57
7,2022,4,20,1,300,701.63,6000,90,3.3,1,1,5.03,420928.02
7,2022,4,20,1,300,701.13,6000,90,3.3,1,1,4.6,420629.1
7,2022,4,20,1,300,693.23,6000,90,3.3,1,1,6.15,415886.75
7,2022,4,20,1,300,679.48,6000,90,3.3,1,1,5.12,407641.38
7,2022,4,10,0,100,607.32,2000,64,7.59,0,2,6.02,303614.84
7,2022,4,10,0,100,643.87,2000,64,7.59,0,2,3.65,321888.98
7,2022,4,10,0,100,680.97,2000,64,7.59,0,2,3.9,340432.16
7,2022,4,20,1,300,708.38,6000,90,3.3,1,1,5.58,424975.57
7,2022,4,10,0,100,646.42,2000,64,7.59,0,2,4.92,323160.76
7,2022,4,10,0,100,615.67,2000,64,7.59,0,2,5.08,307790.49
7,2022,4,10,0,100,671.92,2000,64,7.59,0,2,4.3,335907.8
7,2022,4,30,2,500,738.18,10000,89,3.37,2,1,5.15,590496.66
7,2022,4,20,1,300,707.53,6000,90,3.3,1,1,5.22,424466.55
7,2022,4,20,1,300,714.53,6000,90,3.3,1,1,4.7,428666.64
7,2022,4,30,2,500,715.38,10000,89,3.37,2,1,5.65,572259.17
7,2022,4,10,0,100,692.97,2000,64,7.59,0,2,3.95,346429.93
7,2022,4,10,0,100,699.82,2000,64,7.59,0,2,3.82,349854.0
7,2022,4,30,2,500,747.18,10000,89,3.37,2,1,4.7,597696.3
7,2022,4,20,1,300,691.78,6000,90,3.3,1,1,5.95,415017.46
7,2022,4,30,2,500,682.23,10000,89,3.37,2,1,5.78,545744.08
7,2022,4,30,2,500,721.03,10000,89,3.37,2,1,5.03,576779.78
7,2022,4,30,2,500,720.23,10000,89,3.37,2,1,4.6,576140.91
7,2022,4,10,0,100,626.52,2000,64,7.59,0,2,6.15,313211.44
7,2022,4,30,2,500,698.88,10000,89,3.37,2,1,5.12,559063.03
7,2022,4,20,1,300,674.13,6000,90,3.3,1,1,6.02,404430.17
7,2022,4,30,2,500,729.98,10000,89,3.37,2,1,3.65,583941.74
7,2022,4,30,2,500,767.08,10000,89,3.37,2,1,3.9,613614.99
7,2022,4,20,1,300,708.28,6000,90,3.3,1,1,5.58,424915.58
7,2022,4,20,1,300,713.13,6000,90,3.3,1,1,4.92,427826.33
7,2022,4,30,2,500,701.78,10000,89,3.37,2,1,5.08,561382.71
7,2022,4,30,2,500,758.43,10000,89,3.37,2,1,4.3,606695.42
7,2022,4,20,1,300,718.28,6000,90,3.3,1,1,5.15,430914.89
7,2022,4,10,0,100,640.82,2000,64,7.59,0,2,5.22,320361.04
7,2022,4,30,2,500,734.03,10000,89,3.37,2,1,4.7,587178.47
7,2022,4,20,1,300,695.88,6000,90,3.3,1,1,5.65,417477.49
7,2022,4,10,0,100,692.87,2000,64,7.59,0,2,3.95,346379.94
7,2022,4,10,0,100,699.72,2000,64,7.59,0,2,3.82,349804.01
7,2022,4,20,1,300,727.18,6000,90,3.3,1,1,4.7,436254.48
7,2022,4,20,1,300,691.78,6000,90,3.3,1,1,5.95,415017.46
7,2022,4,20,1,300,662.73,6000,90,3.3,1,1,5.78,397592.57
7,2022,4,30,2,500,721.13,10000,89,3.37,2,1,5.03,576859.77
7,2022,4,30,2,500,720.73,10000,89,3.37,2,1,4.6,576540.87
7,2022,4,20,1,300,693.13,6000,90,3.3,1,1,6.15,415826.76
7,2022,4,30,2,500,698.98,10000,89,3.37,2,1,5.12,559143.02
7,2022,4,30,2,500,693.73,10000,89,3.37,2,1,6.02,554941.72
8,2022,4,20,1,300,710.58,6000,90,3.3,1,1,3.65,426299.84
8,2022,4,10,0,100,680.97,2000,64,7.59,0,2,3.9,340432.16
8,2022,4,30,2,500,727.78,10000,89,3.37,2,1,5.58,582177.32
8,2022,4,10,0,100,646.42,2000,64,7.59,0,2,4.92,323160.76
8,2022,4,20,1,300,682.38,6000,90,3.3,1,1,5.08,409381.04
8,2022,4,20,1,300,739.03,6000,90,3.3,1,1,4.3,443363.44
8,2022,4,30,2,500,738.18,10000,89,3.37,2,1,5.15,590496.66
8,2022,4,10,0,100,640.92,2000,64,7.59,0,2,5.22,320411.03
8,2022,4,20,1,300,714.53,6000,90,3.3,1,1,4.7,428666.64
8,2022,4,10,0,100,629.17,2000,64,7.59,0,2,5.65,314537.07
8,2022,4,20,1,300,759.58,6000,90,3.3,1,1,3.95,455690.7
8,2022,4,20,1,300,766.53,6000,90,3.3,1,1,3.82,459859.79
8,2022,4,10,0,100,660.97,2000,64,7.59,0,2,4.7,330433.79
8,2022,4,20,1,300,691.78,6000,90,3.3,1,1,5.95,415017.46
8,2022,4,20,1,300,662.73,6000,90,3.3,1,1,5.78,397592.57
8,2022,4,10,0,100,634.82,2000,64,7.59,0,2,5.03,317362.47
8,2022,4,10,0,100,634.52,2000,64,7.59,0,2,4.6,317213.44
8,2022,4,30,2,500,712.23,10000,89,3.37,2,1,6.15,569738.43
8,2022,4,30,2,500,698.98,10000,89,3.37,2,1,5.12,559143.02
8,2022,4,10,0,100,607.52,2000,64,7.59,0,2,6.02,303714.82
8,2022,4,10,0,100,643.87,2000,64,7.59,0,2,3.65,321888.98
8,2022,4,30,2,500,767.18,10000,89,3.37,2,1,3.9,613694.98
8,2022,4,10,0,100,641.47,2000,64,7.59,0,2,5.58,320685.16
8,2022,4,30,2,500,732.63,10000,89,3.37,2,1,4.92,586058.14
8,2022,4,30,2,500,701.88,10000,89,3.37,2,1,5.08,561462.7
8,2022,4,10,0,100,672.32,2000,64,7.59,0,2,4.3,336107.74
8,2022,4,20,1,300,718.58,6000,90,3.3,1,1,5.15,431094.86
8,2022,4,10,0,100,640.92,2000,64,7.59,0,2,5.22,320411.03
8,2022,4,10,0,100,647.72,2000,64,7.59,0,2,4.7,323811.03
8,2022,4,20,1,300,695.88,6000,90,3.3,1,1,5.65,417477.49
8,2022,4,10,0,100,692.97,2000,64,7.59,0,2,3.95,346429.93
8,2022,4,30,2,500,786.03,10000,89,3.37,2,1,3.82,628771.92
8,2022,4,30,2,500,747.18,10000,89,3.37,2,1,4.7,597696.3
8,2022,4,10,0,100,625.07,2000,64,7.59,0,2,5.95,312487.11
8,2022,4,30,2,500,682.13,10000,89,3.37,2,1,5.78,545664.09
8,2022,4,20,1,300,701.63,6000,90,3.3,1,1,5.03,420928.02
8,2022,4,30,2,500,720.53,10000,89,3.37,2,1,4.6,576380.89
8,2022,4,30,2,500,712.73,10000,89,3.37,2,1,6.15,570138.38
8,2022,4,20,1,300,679.58,6000,90,3.3,1,1,5.12,407701.37
8,2022,4,10,0,100,607.52,2000,64,7.59,0,2,6.02,303714.82
8,2022,4,20,1,300,710.58,6000,90,3.3,1,1,3.65,426299.84
8,2022,4,10,0,100,680.97,2000,64,7.59,0,2,3.9,340432.16
8,2022,4,20,1,300,707.98,6000,90,3.3,1,1,5.58,424735.6
8,2022,4,30,2,500,732.63,10000,89,3.37,2,1,4.92,586058.14
8,2022,4,10,0,100,615.67,2000,64,7.59,0,2,5.08,307790.49
8,2022,4,10,0,100,672.32,2000,64,7.59,0,2,4.3,336107.74
8,2022,4,10,0,100,651.87,2000,64,7.59,0,2,5.15,325884.33
8,2022,4,30,2,500,727.03,10000,89,3.37,2,1,5.22,581578.31
8,2022,4,10,0,100,647.72,2000,64,7.59,0,2,4.7,323811.03
8,2022,4,30,2,500,715.38,10000,89,3.37,2,1,5.65,572259.17
8,2022,4,30,2,500,779.08,10000,89,3.37,2,1,3.95,623212.8
8,2022,4,10,0,100,699.82,2000,64,7.59,0,2,3.82,349854.0
8,2022,4,10,0,100,660.97,2000,64,7.59,0,2,4.7,330433.79
8,2022,4,30,2,500,711.28,10000,89,3.37,2,1,5.95,568979.1
8,2022,4,30,2,500,682.23,10000,89,3.37,2,1,5.78,545744.08
8,2022,4,30,2,500,720.73,10000,89,3.37,2,1,5.03,576539.81
8,2022,4,20,1,300,701.23,6000,90,3.3,1,1,4.6,420689.1
8,2022,4,10,0,100,626.52,2000,64,7.59,0,2,6.15,313211.44
8,2022,4,20,1,300,679.48,6000,90,3.3,1,1,5.12,407641.38
8,2022,4,10,0,100,607.52,2000,64,7.59,0,2,6.02,303714.82
8,2022,4,30,2,500,730.08,10000,89,3.37,2,1,3.65,584021.72
8,2022,4,30,2,500,767.18,10000,89,3.37,2,1,3.9,613694.98
8,2022,4,30,2,500,727.78,10000,89,3.37,2,1,5.58,582177.33
8,2022,4,30,2,500,732.63,10000,89,3.37,2,1,4.92,586058.14
8,2022,4,30,2,500,701.88,10000,89,3.37,2,1,5.08,561462.7
8,2022,4,10,0,100,672.32,2000,64,7.59,0,2,4.3,336107.74
8,2022,4,20,1,300,718.58,6000,90,3.3,1,1,5.15,431094.85
8,2022,4,30,2,500,727.13,10000,89,3.37,2,1,5.22,581658.3
8,2022,4,20,1,300,714.53,6000,90,3.3,1,1,4.7,428666.64
8,2022,4,30,2,500,715.38,10000,89,3.37,2,1,5.65,572259.17
8,2022,4,20,1,300,759.68,6000,90,3.3,1,1,3.95,455750.69
8,2022,4,10,0,100,699.82,2000,64,7.59,0,2,3.82,349854.0
8,2022,4,30,2,500,747.18,10000,89,3.37,2,1,4.7,597696.3
8,2022,4,30,2,500,711.18,10000,89,3.37,2,1,5.95,568899.11
8,2022,4,30,2,500,682.23,10000,89,3.37,2,1,5.78,545744.08
8,2022,4,10,0,100,634.92,2000,64,7.59,0,2,5.03,317412.46
8,2022,4,20,1,300,701.13,6000,90,3.3,1,1,4.6,420629.1
8,2022,4,10,0,100,626.52,2000,64,7.59,0,2,6.15,313211.44
8,2022,4,30,2,500,699.08,10000,89,3.37,2,1,5.12,559223.01
8,2022,4,30,2,500,693.73,10000,89,3.37,2,1,6.02,554941.72
8,2022,4,10,0,100,643.87,2000,64,7.59,0,2,3.65,321888.98
8,2022,4,30,2,500,767.08,10000,89,3.37,2,1,3.9,613614.99
8,2022,4,20,1,300,708.38,6000,90,3.3,1,1,5.58,424975.57
8,2022,4,10,0,100,646.42,2000,64,7.59,0,2,4.92,323160.76
8,2022,4,20,1,300,682.28,6000,90,3.3,1,1,5.08,409321.05
8,2022,4,20,1,300,738.93,6000,90,3.3,1,1,4.3,443303.45
8,2022,4,20,1,300,718.58,6000,90,3.3,1,1,5.15,431094.86
8,2022,4,10,0,100,640.82,2000,64,7.59,0,2,5.22,320361.04
8,2022,4,10,0,100,647.82,2000,64,7.59,0,2,4.7,323861.02
8,2022,4,20,1,300,695.88,6000,90,3.3,1,1,5.65,417477.49
8,2022,4,20,1,300,759.68,6000,90,3.3,1,1,3.95,455750.69
8,2022,4,20,1,300,766.43,6000,90,3.3,1,1,3.82,459799.8
8,2022,4,20,1,300,727.68,6000,90,3.3,1,1,4.7,436554.4
9,2022,4,30,2,500,710.78,10000,89,3.37,2,1,5.95,568579.15
9,2022,4,20,1,300,662.73,6000,90,3.3,1,1,5.78,397592.57
9,2022,4,30,2,500,720.73,10000,89,3.37,2,1,5.03,576539.8
9,2022,4,30,2,500,720.73,10000,89,3.37,2,1,4.6,576540.87
9,2022,4,10,0,100,626.42,2000,64,7.59,0,2,6.15,313161.45
9,2022,4,10,0,100,612.77,2000,64,7.59,0,2,5.12,306340.84
9,2022,4,30,2,500,693.73,10000,89,3.37,2,1,6.02,554941.72
9,2022,4,10,0,100,643.87,2000,64,7.59,0,2,3.65,321888.98
9,2022,4,30,2,500,767.18,10000,89,3.37,2,1,3.9,613694.98
9,2022,4,30,2,500,727.88,10000,89,3.37,2,1,5.58,582257.31
9,2022,4,10,0,100,646.42,2000,64,7.59,0,2,4.92,323160.76
9,2022,4,30,2,500,701.78,10000,89,3.37,2,1,5.08,561382.71
9,2022,4,10,0,100,672.32,2000,64,7.59,0,2,4.3,336107.74
9,2022,4,20,1,300,718.68,6000,90,3.3,1,1,5.15,431154.84
9,2022,4,30,2,500,727.13,10000,89,3.37,2,1,5.22,581658.3
9,2022,4,10,0,100,647.82,2000,64,7.59,0,2,4.7,323861.02
9,2022,4,20,1,300,695.88,6000,90,3.3,1,1,5.65,417477.49
9,2022,4,20,1,300,759.68,6000,90,3.3,1,1,3.95,455750.69
9,2022,4,30,2,500,786.03,10000,89,3.37,2,1,3.82,628771.92
9,2022,4,10,0,100,660.87,2000,64,7.59,0,2,4.7,330383.81
9,2022,4,30,2,500,711.18,10000,89,3.37,2,1,5.95,568899.12
9,2022,4,20,1,300,662.73,6000,90,3.3,1,1,5.78,397592.57
9,2022,4,30,2,500,721.13,10000,89,3.37,2,1,5.03,576859.77
9,2022,4,20,1,300,701.23,6000,90,3.3,1,1,4.6,420689.1
9,2022,4,10,0,100,626.52,2000,64,7.59,0,2,6.15,313211.44
9,2022,4,10,0,100,612.77,2000,64,7.59,0,2,5.12,306340.84
9,2022,4,20,1,300,674.23,6000,90,3.3,1,1,6.02,404490.16
9,2022,4,30,2,500,730.08,10000,89,3.37,2,1,3.65,584021.72
9,2022,4,20,1,300,747.58,6000,90,3.3,1,1,3.9,448492.95
9,2022,4,30,2,500,727.88,10000,89,3.37,2,1,5.58,582257.31
9,2022,4,30,2,500,732.63,10000,89,3.37,2,1,4.92,586058.14
9,2022,4,10,0,100,615.27,2000,64,7.59,0,2,5.08,307590.53
9,2022,4,10,0,100,672.32,2000,64,7.59,0,2,4.3,336107.74
9,2022,4,10,0,100,651.97,2000,64,7.59,0,2,5.15,325934.33
9,2022,4,30,2,500,727.03,10000,89,3.37,2,1,5.22,581578.31
9,2022,4,10,0,100,647.82,2000,64,7.59,0,2,4.7,323861.02
9,2022,4,10,0,100,629.17,2000,64,7.59,0,2,5.65,314537.07
9,2022,4,20,1,300,759.68,6000,90,3.3,1,1,3.95,455750.69
9,2022,4,10,0,100,699.82,2000,64,7.59,0,2,3.82,349854.0
9,2022,4,20,1,300,727.68,6000,90,3.3,1,1,4.7,436554.4
9,2022,4,10,0,100,625.07,2000,64,7.59,0,2,5.95,312487.11
